VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric-Range,Base-MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
7SAYGDEEXN,Snohomish,Mukilteo,WA,98275,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,274224968,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042006
JTMFB3FV2R,King,Seattle,WA,98125,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,46,265147235,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800
7SAYGDEE9R,King,Seattle,WA,98105,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,271175327,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004500
KNDAFFS56R,King,Kirkland,WA,98034,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,262126063,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005
5YJ3E1EA8M,Clark,Vancouver,WA,98684,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,179769425,POINT (-122.48723 45.63701),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041337
5YJSA1E24H,King,Bellevue,WA,98004,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,48,254989815,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
5UXTA6C08N,King,Kirkland,WA,98034,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,45,194030651,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904
JTMABACA2R,Clark,Vancouver,WA,98662,2024,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,271465141,POINT (-122.57722 45.64251),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040703
1G1FZ6S00P,King,Seattle,WA,98122,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,256283779,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007901
5YJ3E1EB8N,Kitsap,Bainbridge Island,WA,98110,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,187329187,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090800
5YJ3E1EB9K,King,Kent,WA,98030,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,47,226074614,POINT (-122.19975 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029504
7SAYGDEEXP,King,Bellevue,WA,98005,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,229507386,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601
KNDCE3LG8K,King,Kirkland,WA,98033,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,45,108821289,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603
7SAYGDEE6R,King,Kent,WA,98031,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,265140998,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029403
7SAYGAEE9P,King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,224470571,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
3GPKHZRJ7R,Clark,Brush Prairie,WA,98606,2024,HONDA,PROLOGUE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,272910732,POINT (-122.54578 45.73473),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040715
KNDCC3LG6N,Jefferson,Port Townsend,WA,98368,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,24,182806704,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950602
1FT6W1EV8P,Thurston,Rainier,WA,98576,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,259833969,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,53067012530
3C3CFFGE0G,King,Bellevue,WA,98007,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,48,258508421,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023201
5YJ3E1EB5K,King,Sammamish,WA,98075,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,41,476762905,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224
7SAXCDE53R,King,Redmond,WA,98052,2024,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,265824254,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
1C4RJXN65R,King,Seattle,WA,98146,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,34,275780704,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012000
JN1AF0BA1R,Snohomish,Everett,WA,98208,2024,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,272904299,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041606
1G1RA6E49D,King,Seattle,WA,98115,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,46,349835013,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000
JTDACACU0R,King,Seattle,WA,98125,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,46,271878225,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102
3FMTK3SU2M,Kitsap,Silverdale,WA,98383,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,218994611,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035090400
KM8HE3A6XS,King,Seattle,WA,98109,2025,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,273341596,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007301
7SAYGDEF4R,King,Duvall,WA,98019,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,264918825,POINT (-121.98609 47.74068),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402
JHMZC5F38K,King,Kent,WA,98031,2019,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,47,2523559,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029403
5UXTA6C01N,King,Seattle,WA,98112,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,43,198243181,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
5YJXCDE22J,Clark,Vancouver,WA,98682,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,17,218012749,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040712
3FMTK3SU1N,Clark,Vancouver,WA,98686,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,49,228098874,POINT (-122.62731 45.71668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040803
5YJ3E1EA5J,Clark,Vancouver,WA,98665,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,49,156743170,POINT (-122.64443 45.67871),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041007
3FMTK4SE3M,Snohomish,Stanwood,WA,98292,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10,179182895,POINT (-122.37265 48.24159),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053302
5YJ3E1EB8J,King,Bellevue,WA,98006,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,41,476070465,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901
1G1FY6S06L,King,Kirkland,WA,98033,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,48,148672401,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603
JTDKN3DP9E,King,Seattle,WA,98109,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,36,273559744,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006701
7SAYGDEE6N,King,Kirkland,WA,98033,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,206915222,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603
5YJ3E1ETXR,King,Renton,WA,98055,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,268222552,POINT (-122.197 47.43876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029308
7SAYGDEEXR,King,Bellevue,WA,98004,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,264608683,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901
KNDCD3LD2K,Clark,Battle Ground,WA,98604,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,18,476826248,POINT (-122.5331 45.78092),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040203
7SAYGDEE0R,King,Kirkland,WA,98033,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,262822444,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501
5YJSA4H23F,Clark,Vancouver,WA,98686,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,17,182788021,POINT (-122.62731 45.71668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040811
3FA6P0SU0E,Yakima,Moxee,WA,98936,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,15,195513447,POINT (-120.39197 46.55621),PACIFICORP,53077001702
KNDCE3LG0L,King,Seattle,WA,98125,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,46,240254374,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001202
1C4JJXP6XP,King,Kirkland,WA,98034,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,45,230034647,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904
5YJSA1H11E,King,Medina,WA,98039,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,48,4016638,POINT (-122.23892 47.61613),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033024200
1N4BZ1CP4K,King,Seattle,WA,98125,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,46,243974069,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102
5YJSA1E5XN,King,Bellevue,WA,98007,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,194625546,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023603
1G1FZ6S00P,Yakima,Yakima,WA,98908,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,258098445,POINT (-120.60272 46.59656),PACIFICORP,53077000904
5YJ3E1EB6J,King,Bellevue,WA,98006,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,41,223869817,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025001
7SAYGDEE7R,King,Kent,WA,98031,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,263265516,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029407
7SAYGAEE0N,King,Redmond,WA,98052,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,208852689,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
WMZ53GA0XS,King,Redmond,WA,98052,2025,MINI,COUNTRYMAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,277677158,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022605
WAUUPBFF6G,Kitsap,Silverdale,WA,98383,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,35,232184557,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091302
7SAYGAEE6N,King,Tukwila,WA,98168,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,259721780,POINT (-122.3317 47.50314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027300
5YJXCAE28H,King,Bellevue,WA,98005,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,48,327560880,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701
7G2CEHEE8R,King,Bellevue,WA,98004,2024,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,272551723,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701
YV4ED3UR7M,Snohomish,Lake Stevens,WA,98258,2021,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,161480854,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052607
1G1FZ6S06K,Kitsap,Bainbridge Island,WA,98110,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,23,245735507,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090800
7SAYGDEE9P,Clark,Battle Ground,WA,98604,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18,233823411,POINT (-122.5331 45.78092),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040203
JTJKKCFZ3R,Clark,Camas,WA,98607,2024,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,18,259628365,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040610
5YJSA1E48L,Clark,Vancouver,WA,98683,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,337,0,17,231099067,POINT (-122.49212 45.60365),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041309
7SAXCDE56S,King,Renton,WA,98059,2025,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,275569241,POINT (-122.15734 47.48718),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025602
1G1FY6S08L,King,Renton,WA,98056,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,11,133857776,POINT (-122.1805 47.50006),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025202
7SAYGDEE8R,King,Bellevue,WA,98006,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,262812077,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024800
1G1FY6S00P,Cowlitz,Kelso,WA,98626,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,19,265198132,POINT (-122.89867 46.14424),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001300
5UX43EU00S,Clark,Vancouver,WA,98686,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,0,17,275458585,POINT (-122.62731 45.71668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040811
2C4RC1S70P,King,Shoreline,WA,98155,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,32,265840515,POINT (-122.3175 47.75781),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020500
3GPKHXRJ7R,Kitsap,Bainbridge Island,WA,98110,2024,HONDA,PROLOGUE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,269447223,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090700
5YJ3E1EA3R,King,Bellevue,WA,98004,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,267385226,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902
7SAYGDEE9P,King,Seattle,WA,98101,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,262164927,POINT (-122.34223 47.61085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008401
2C4RC1S76P,Clark,Brush Prairie,WA,98606,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,18,258969462,POINT (-122.54578 45.73473),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040505
7SAYGDEE1P,King,Newcastle,WA,98059,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,236302160,POINT (-122.15734 47.48718),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005
1N4AZ0CP3D,Clark,Camas,WA,98607,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,18,106858979,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041400
1N4BZ1CP4K,Clark,Brush Prairie,WA,98606,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,18,276610820,POINT (-122.54578 45.73473),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040603
1G1FZ6S00K,King,Seattle,WA,98177,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,32,122468111,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500
KNDCT3L15R,Clark,Vancouver,WA,98686,2024,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,49,269793730,POINT (-122.62731 45.71668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040803
KM8KRDAF0P,Clark,Camas,WA,98607,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18,220509439,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041325
5YJ3E1EA1P,King,Seattle,WA,98109,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,251516121,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007002
KM8K23AG1P,King,Kirkland,WA,98033,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,249134378,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402
1V2DNPE88P,Thurston,Olympia,WA,98502,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,257807042,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
5YJ3E1EA4L,King,Seattle,WA,98112,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,43,3302190,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400
5YJ3E1EB9L,King,Kent,WA,98042,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,47,6200043,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031800
1G1FY6S09L,Clark,La Center,WA,98629,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,20,141786774,POINT (-122.67248 45.86156),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040203
1N4BZ1BV4N,King,Enumclaw,WA,98022,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,31,195224690,POINT (-121.99136 47.20433),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031400
1G1RB6S57H,Kitsap,Poulsbo,WA,98370,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,23,134504478,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090201
7SAYGAEE8P,King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,261239905,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
KNDCE3LG8K,King,Seattle,WA,98117,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,36,4734390,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003302
KM8KRDDF4R,King,Bothell,WA,98011,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,277004822,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804
5YJ3E1EB8N,King,Seattle,WA,98125,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,212116530,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202
JTMAB3FV1R,King,Burien,WA,98166,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,34,261254080,POINT (-122.34102 47.46593),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027901
5YJXCDE27K,King,Auburn,WA,98092,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,47,168558575,POINT (-122.1821 47.3199),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602
3GNKDCRJ8R,King,Kirkland,WA,98034,2024,CHEVROLET,BLAZER EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,258900806,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005
JTDKAMFP9N,Thurston,Olympia,WA,98501,2022,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,274179755,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010100
1G1RB6E44D,Clark,Vancouver,WA,98682,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,17,235790040,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713
2C4RC1L76L,King,Seattle,WA,98177,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,32,138940644,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500
1N4BZ1DV9N,King,Seattle,WA,98125,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,265679270,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202
1N4AZ1CV8M,King,Seattle,WA,98117,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,261318585,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900
